time,ESP_m_Raddrehz,ESP_Wegimp_VA
1639490102.513115, 0.0, 521
1639490102.563514, 0.0, 521
1639490102.612827, 0.0, 521
1639490102.663649, 0.0, 521
1639490102.712922, 0.0, 521
1639490102.763628, 0.0, 521
1639490102.812917, 0.0, 521
1639490102.863722, 0.0, 521
1639490102.913483, 0.0, 521
1639490102.963741, 0.0, 521
1639490103.012864, 0.0, 521
1639490103.064051, 0.0, 521
1639490103.113249, 0.0, 521
1639490103.16366, 0.0, 521
1639490103.213434, 0.0, 521
1639490103.264897, 0.0, 521
1639490103.31432, 0.0, 521
1639490103.364642, 0.0, 521
1639490103.414401, 0.0, 521
1639490103.464966, 0.0, 521
1639490103.514334, 0.0, 521
1639490103.565543, 0.0, 521
1639490103.614399, 0.0, 521
1639490103.665373, 0.0, 521
1639490103.714418, 0.0, 521
1639490103.764162, 0.0, 521
1639490103.815259, 0.0, 521
1639490103.865496, 0.0, 521
1639490103.915152, 0.0, 521
1639490103.964212, 0.0, 521
1639490104.01533, 0.0, 521
1639490104.065632, 0.0, 521
1639490104.115434, 0.0, 521
1639490104.164683, 0.0, 521
1639490104.215595, 0.0, 521
1639490104.266568, 0.0, 521
1639490104.315774, 0.0, 521
1639490104.366245, 0.0, 521
1639490104.415878, 0.0, 521
1639490104.466432, 0.0, 521
1639490104.516164, 0.0, 521
1639490104.56629, 0.0, 521
1639490104.616461, 0.0, 521
1639490104.666345, 0.0, 521
1639490104.71654, 0.0, 521
1639490104.767988, 0.0, 521
1639490104.8176, 0.0, 521
1639490104.868608, 0.0, 521
1639490104.918296, 0.0, 521
1639490104.966968, 0.0, 521
1639490105.017373, 0.0, 521
1639490105.068097, 0.0, 521
1639490105.117751, 0.0, 521
1639490105.167848, 0.0, 521
1639490105.218058, 0.0, 521
1639490105.268102, 0.0, 521
1639490105.318681, 0.0, 521
1639490105.368383, 0.0, 521
1639490105.418735, 0.0, 521
1639490105.467896, 0.0, 521
1639490105.518429, 0.0, 521
1639490105.568056, 0.0, 521
1639490105.618958, 0.0, 521
1639490105.66843, 0.0, 521
1639490105.719015, 0.0, 521
1639490105.768929, 0.0, 521
1639490105.819401, 0.0, 521
1639490105.869331, 0.0, 521
1639490105.918981, 0.0, 521
1639490105.969415, 0.0, 521
1639490106.019954, 0.0, 521
1639490106.070825, 0.0, 521
1639490106.119946, 0.0, 521
1639490106.170706, 0.0, 521
1639490106.220344, 0.0, 521
1639490106.271423, 0.0, 521
1639490106.320118, 0.0, 521
1639490106.372973, 0.0, 521
1639490106.42038, 0.0, 521
1639490106.470804, 0.0, 521
1639490106.520726, 0.0, 521
1639490106.570794, 0.0, 521
1639490106.620891, 0.0, 521
1639490106.672538, 0.0, 521
1639490106.720758, 0.0, 521
1639490106.772431, 0.0, 521
1639490106.821104, 0.0, 521
1639490106.872718, 0.0, 521
1639490106.921818, 0.0, 521
1639490106.972346, 0.0, 521
1639490107.022884, 0.0, 521
1639490107.0729, 0.0, 521
1639490107.12192, 0.0, 521
1639490107.172986, 0.0, 521
1639490107.222874, 0.0, 521
1639490107.2734, 0.0, 521
1639490107.322813, 0.0, 521
1639490107.373345, 0.0, 521
1639490107.423132, 0.0, 521
1639490107.473399, 0.0, 521
1639490107.522872, 0.0, 521
1639490107.573226, 0.0, 521
1639490107.62328, 0.0, 521
1639490107.672935, 0.0, 521
1639490107.723554, 0.0, 521
1639490107.773495, 0.0, 521
1639490107.823882, 0.0, 521
1639490107.87436, 0.0, 521
1639490107.923048, 0.0, 521
1639490107.974637, 0.0, 521
1639490108.024368, 0.0, 521
1639490108.074154, 0.0, 522
1639490108.123566, 0.0, 522
1639490108.175772, 0.0, 523
1639490108.22459, 0.07, 524
1639490108.275029, 0.15, 525
1639490108.323428, 0.2, 526
1639490108.376064, 0.24, 527
1639490108.425715, 0.286, 528
1639490108.475176, 0.31, 529
1639490108.523444, 0.362, 531
1639490108.575419, 0.396, 533
1639490108.625303, 0.442, 535
1639490108.675174, 0.494, 537
1639490108.725275, 0.546, 540
1639490108.77603, 0.588, 542
1639490108.825194, 0.644, 545
1639490108.875721, 0.682, 548
1639490108.924141, 0.736, 551
1639490108.976784, 0.776, 554
1639490109.025663, 0.826, 558
1639490109.076215, 0.874, 562
1639490109.12447, 0.918, 566
1639490109.178474, 0.956, 570
1639490109.226771, 0.998, 574
1639490109.276925, 1.042, 579
1639490109.325427, 1.078, 583
1639490109.378305, 1.12, 588
1639490109.426673, 1.162, 593
1639490109.478075, 1.214, 598
1639490109.525815, 1.256, 603
1639490109.577965, 1.298, 609
1639490109.626812, 1.34, 615
1639490109.677575, 1.384, 621
1639490109.726081, 1.424, 627
1639490109.778766, 1.466, 633
1639490109.826498, 1.506, 639
1639490109.878137, 1.55, 646
1639490109.927943, 1.574, 653
1639490109.978645, 1.618, 660
1639490110.028425, 1.652, 667
1639490110.078609, 1.676, 674
1639490110.127083, 1.678, 681
1639490110.179085, 1.668, 689
1639490110.228402, 1.666, 696
1639490110.278727, 1.66, 703
1639490110.328666, 1.654, 710
1639490110.380537, 1.646, 717
1639490110.428179, 1.65, 724
1639490110.479105, 1.652, 731
1639490110.528851, 1.68, 739
1639490110.580404, 1.69, 746
1639490110.629097, 1.698, 753
1639490110.679934, 1.716, 761
1639490110.728758, 1.732, 768
1639490110.78089, 1.704, 775
1639490110.829668, 1.712, 783
1639490110.880315, 1.7, 790
1639490110.929533, 1.716, 797
1639490110.981016, 1.714, 805
1639490111.031067, 1.732, 812
1639490111.080438, 1.77, 820
1639490111.129276, 1.786, 828
1639490111.181921, 1.806, 835
1639490111.230833, 1.824, 843
1639490111.280805, 1.842, 851
1639490111.32933, 1.854, 859
1639490111.383379, 1.866, 867
1639490111.430991, 1.88, 875
1639490111.481151, 1.906, 883
1639490111.530981, 1.92, 892
1639490111.582861, 1.934, 900
1639490111.631021, 1.952, 908
1639490111.682412, 1.95, 917
1639490111.73105, 1.964, 925
1639490111.782916, 1.994, 934
1639490111.83267, 2.01, 942
1639490111.882685, 2.038, 951
